iter	Passed	Remaining
339	752	1461
340	754	1457
341	756	1455
342	758	1453
343	760	1450
344	762	1447
345	764	1444
346	766	1441
347	767	1438
348	769	1435
349	771	1432
350	773	1430
351	775	1428
352	777	1425
353	779	1422
354	781	1420
355	783	1417
356	785	1414
357	787	1411
358	789	1409
359	791	1407
360	794	1406
361	796	1403
362	798	1400
363	800	1398
364	802	1395
365	804	1392
366	806	1390
367	808	1388
368	810	1386
369	812	1383
370	814	1380
371	816	1378
372	818	1375
373	820	1373
374	822	1371
375	824	1368
376	827	1367
377	829	1364
378	831	1362
379	833	1360
380	835	1357
381	837	1355
382	839	1353
383	841	1350
384	843	1347
385	845	1345
386	847	1342
387	849	1339
388	851	1337
389	853	1334
390	855	1333
391	858	1330
392	860	1328
393	861	1325
394	863	1323
395	865	1320
396	867	1317
397	870	1316
398	872	1313
399	874	1311
400	876	1308
401	877	1305
402	879	1303
403	881	1300
404	883	1297
405	885	1295
406	887	1293
407	889	1290
408	891	1288
409	893	1285
410	895	1283
411	897	1280
412	899	1277
413	902	1277
414	905	1275
415	907	1274
416	909	1271
417	911	1268
418	913	1266
419	915	1263
420	917	1261
421	919	1259
422	921	1256
423	922	1253
424	924	1251
425	926	1248
426	928	1245
427	930	1243
428	932	1241
429	935	1239
430	937	1237
431	939	1234
432	940	1232
433	942	1229
434	944	1226
435	946	1224
436	948	1222
437	950	1219
438	952	1217
439	954	1215
440	956	1212
441	958	1210
442	960	1207
443	962	1205
444	965	1203
445	967	1201
446	969	1198
447	971	1196
448	973	1194
449	976	1193
450	978	1191
451	980	1189
452	983	1187
453	985	1184
454	987	1182
455	989	1180
456	991	1177
457	993	1175
458	995	1173
459	997	1171
460	1000	1169
461	1002	1166
462	1004	1164
463	1006	1162
464	1008	1160
465	1010	1158
466	1013	1156
467	1015	1154
468	1017	1152
469	1019	1149
470	1021	1147
471	1023	1145
472	1025	1143
473	1028	1140
474	1030	1139
475	1033	1137
476	1035	1134
477	1037	1132
478	1039	1130
479	1041	1128
480	1043	1125
481	1046	1124
482	1048	1122
483	1050	1119
484	1052	1117
485	1054	1115
486	1056	1112
487	1058	1110
488	1060	1108
489	1063	1106
490	1065	1104
491	1067	1102
492	1069	1099
493	1071	1097
494	1073	1095
495	1075	1093
496	1078	1091
497	1079	1088
498	1082	1086
499	1084	1084
500	1086	1082
501	1088	1080
502	1091	1078
503	1093	1076
504	1095	1073
505	1097	1071
506	1100	1069
507	1102	1067
508	1104	1065
509	1107	1063
510	1109	1062
511	1112	1060
512	1114	1058
513	1116	1055
514	1119	1053
515	1121	1051
516	1123	1049
517	1125	1047
518	1127	1045
519	1130	1043
520	1132	1041
521	1134	1039
522	1137	1037
523	1139	1035
524	1142	1033
525	1144	1031
526	1146	1029
527	1148	1027
528	1152	1026
529	1154	1023
530	1157	1021
531	1159	1019
532	1161	1017
533	1163	1015
534	1165	1012
535	1167	1011
536	1170	1008
537	1172	1007
538	1174	1004
539	1177	1003
540	1179	1001
541	1182	998
542	1184	996
543	1186	994
544	1188	992
545	1191	990
546	1193	988
547	1195	985
548	1197	983
549	1199	981
550	1201	978
551	1203	976
552	1206	975
553	1208	973
554	1210	970
555	1212	968
556	1214	966
557	1216	963
558	1218	961
559	1221	959
560	1223	957
561	1225	955
562	1227	952
563	1229	950
564	1231	947
565	1233	945
566	1235	943
567	1237	941
568	1239	938
569	1241	936
570	1243	934
571	1245	931
572	1247	929
573	1249	927
574	1251	924
575	1253	923
576	1255	920
577	1257	918
578	1259	915
579	1261	913
580	1263	911
581	1265	908
582	1267	906
583	1269	904
584	1271	902
585	1273	899
586	1275	897
587	1277	895
588	1279	892
589	1281	890
590	1283	888
591	1285	886
592	1287	883
593	1289	881
594	1292	879
595	1295	877
596	1297	875
597	1300	873
598	1301	871
599	1303	869
600	1305	866
601	1307	864
602	1309	862
603	1311	859
604	1313	857
605	1315	855
606	1317	852
607	1319	850
608	1321	848
609	1322	845
610	1324	843
611	1326	841
612	1328	838
613	1330	836
614	1332	834
615	1334	831
616	1336	829
617	1338	827
618	1340	825
619	1342	822
620	1344	820
621	1346	818
622	1348	815
623	1350	813
624	1351	811
625	1353	808
626	1355	806
627	1357	803
628	1358	801
629	1360	799
630	1362	796
631	1364	794
632	1366	792
633	1368	790
634	1370	787
635	1372	785
636	1374	783
637	1377	781
638	1380	780
639	1383	777
640	1385	775
641	1386	773
642	1388	771
643	1390	768
644	1392	766
645	1394	764
646	1397	762
647	1399	760
648	1401	757
649	1403	755
650	1405	753
651	1406	750
652	1408	748
653	1410	746
654	1413	744
655	1415	742
656	1416	739
657	1418	737
658	1420	735
659	1423	733
660	1425	730
661	1427	728
662	1429	726
663	1431	724
664	1433	721
665	1434	719
666	1436	717
667	1438	715
668	1440	712
669	1443	710
670	1445	708
671	1447	706
672	1449	704
673	1451	701
674	1453	699
675	1455	697
676	1456	695
677	1459	693
678	1461	690
679	1463	688
680	1465	686
681	1467	684
682	1468	681
683	1470	679
684	1472	677
685	1475	675
686	1477	673
687	1479	670
688	1481	668
689	1483	666
690	1485	664
691	1487	661
692	1489	659
693	1491	657
694	1494	655
695	1495	653
696	1497	651
697	1499	648
698	1501	646
699	1503	644
700	1505	642
701	1507	640
702	1509	637
703	1511	635
704	1513	633
705	1515	631
706	1517	628
707	1519	626
708	1521	624
709	1523	622
710	1525	620
711	1527	618
712	1529	615
713	1531	613
714	1533	611
715	1535	609
716	1537	606
717	1540	604
718	1542	602
719	1544	600
720	1546	598
721	1548	596
722	1550	593
723	1551	591
724	1553	589
725	1556	587
726	1558	585
727	1559	582
728	1561	580
729	1563	578
730	1565	576
731	1567	573
732	1569	571
733	1571	569
734	1573	567
735	1575	565
736	1577	562
737	1579	560
738	1581	558
739	1582	556
740	1584	553
741	1587	551
742	1589	549
743	1591	547
744	1593	545
745	1595	543
746	1596	540
747	1598	538
748	1600	536
749	1602	534
750	1604	532
751	1606	529
752	1608	527
753	1610	525
754	1612	523
755	1614	521
756	1616	518
757	1618	516
758	1620	514
759	1622	512
760	1624	510
761	1626	508
762	1628	505
763	1630	503
764	1632	501
765	1635	499
766	1636	497
767	1638	495
768	1640	492
769	1642	490
770	1644	488
771	1646	486
772	1648	484
773	1651	482
774	1653	479
775	1655	477
776	1657	475
777	1658	473
778	1660	471
779	1662	468
780	1664	466
781	1666	464
782	1668	462
783	1670	460
784	1672	458
785	1674	455
786	1676	453
787	1679	451
788	1681	449
789	1684	447
790	1686	445
791	1688	443
792	1689	441
793	1691	438
794	1693	436
795	1695	434
796	1697	432
797	1699	430
798	1701	428
799	1703	425
800	1705	423
801	1707	421
802	1708	419
803	1710	416
804	1712	414
805	1715	412
806	1717	410
807	1719	408
808	1721	406
809	1723	404
810	1725	402
811	1727	399
812	1729	397
813	1731	395
814	1733	393
815	1735	391
816	1737	389
817	1739	387
818	1741	384
819	1743	382
820	1745	380
821	1747	378
822	1749	376
823	1751	374
824	1753	372
825	1755	369
826	1757	367
827	1759	365
828	1762	363
829	1763	361
830	1765	359
831	1767	356
832	1769	354
833	1771	352
834	1773	350
835	1775	348
836	1777	346
837	1781	344
838	1783	342
839	1784	339
840	1786	337
841	1788	335
842	1790	333
843	1792	331
844	1794	329
845	1796	326
846	1798	324
847	1800	322
848	1801	320
849	1803	318
850	1805	316
851	1807	314
852	1810	311
853	1811	309
854	1814	307
855	1815	305
856	1817	303
857	1819	301
858	1821	299
859	1823	296
860	1825	294
861	1827	292
862	1829	290
863	1831	288
864	1833	286
865	1835	284
866	1837	281
867	1839	279
868	1841	277
869	1843	275
870	1845	273
871	1847	271
872	1849	269
873	1851	266
874	1853	264
875	1855	262
876	1857	260
877	1859	258
878	1861	256
879	1863	254
880	1865	252
881	1867	249
882	1869	247
883	1871	245
884	1873	243
885	1876	241
886	1878	239
887	1880	237
888	1882	235
889	1884	232
890	1886	230
891	1887	228
892	1890	226
893	1892	224
894	1894	222
895	1896	220
896	1897	217
897	1899	215
898	1901	213
899	1903	211
900	1905	209
901	1907	207
902	1909	205
903	1911	203
904	1913	200
905	1915	198
906	1917	196
907	1919	194
908	1921	192
909	1923	190
910	1925	188
911	1927	185
912	1929	183
913	1931	181
914	1933	179
915	1934	177
916	1937	175
917	1939	173
918	1941	171
919	1942	168
920	1944	166
921	1946	164
922	1948	162
923	1950	160
924	1952	158
925	1954	156
926	1956	154
927	1958	151
928	1960	149
929	1962	147
930	1964	145
931	1966	143
932	1968	141
933	1971	139
934	1973	137
935	1975	135
936	1977	132
937	1979	130
938	1981	128
939	1983	126
940	1985	124
941	1987	122
942	1989	120
943	1991	118
944	1993	116
945	1995	113
946	1997	111
947	1999	109
948	2001	107
949	2003	105
950	2005	103
951	2007	101
952	2009	99
953	2011	96
954	2013	94
955	2015	92
956	2017	90
957	2019	88
958	2022	86
959	2024	84
960	2026	82
961	2028	80
962	2029	77
963	2031	75
964	2033	73
965	2035	71
966	2037	69
967	2039	67
968	2041	65
969	2043	63
970	2044	61
971	2047	58
972	2050	56
973	2052	54
974	2054	52
975	2056	50
976	2057	48
977	2059	46
978	2061	44
979	2063	42
980	2066	40
981	2068	37
982	2071	35
983	2073	33
984	2074	31
985	2076	29
986	2079	27
987	2081	25
988	2083	23
989	2085	21
990	2087	18
991	2089	16
992	2091	14
993	2093	12
994	2095	10
995	2097	8
996	2099	6
997	2101	4
998	2102	2
999	2104	0
