iter	Passed	Remaining
166	678	3385
167	682	3381
168	687	3382
169	691	3377
170	696	3375
171	700	3370
172	706	3375
173	710	3371
174	714	3366
175	718	3365
176	722	3360
177	726	3354
178	730	3349
179	736	3353
180	740	3352
181	745	3352
182	750	3352
183	755	3349
184	759	3345
185	763	3340
186	768	3341
187	772	3336
188	776	3331
189	780	3326
190	785	3328
191	790	3325
192	795	3324
193	800	3326
194	805	3324
195	809	3321
196	814	3321
197	819	3318
198	824	3317
199	829	3316
200	834	3318
201	839	3317
202	845	3319
203	850	3320
204	855	3319
205	860	3318
206	867	3323
207	872	3322
208	877	3321
209	883	3324
210	888	3323
211	895	3327
212	899	3324
213	905	3325
214	911	3326
215	916	3325
216	920	3321
217	925	3320
218	931	3320
219	935	3316
220	939	3312
221	945	3312
222	949	3308
223	953	3303
224	958	3302
225	964	3302
226	968	3297
227	973	3296
228	978	3294
229	982	3290
230	988	3289
231	993	3288
232	998	3285
233	1003	3285
234	1009	3286
235	1014	3283
236	1019	3281
237	1024	3281
238	1029	3278
239	1033	3273
240	1039	3272
241	1044	3270
242	1048	3266
243	1053	3263
244	1059	3264
245	1063	3261
246	1068	3258
247	1076	3263
248	1081	3260
249	1086	3258
250	1091	3257
251	1096	3254
252	1101	3251
253	1106	3250
254	1111	3248
255	1116	3244
256	1122	3246
257	1128	3244
258	1132	3241
259	1138	3239
260	1142	3236
261	1147	3232
262	1154	3235
263	1159	3233
264	1165	3233
265	1171	3232
266	1176	3229
267	1181	3227
268	1187	3226
269	1192	3224
270	1199	3226
271	1205	3225
272	1210	3224
273	1217	3226
274	1223	3226
275	1229	3225
276	1235	3224
277	1240	3222
278	1246	3221
279	1252	3219
280	1257	3217
281	1264	3219
282	1270	3219
283	1276	3218
284	1282	3218
285	1288	3216
286	1293	3214
287	1299	3213
288	1305	3212
289	1311	3211
290	1317	3209
291	1323	3208
292	1329	3207
293	1334	3204
294	1339	3201
295	1344	3198
296	1350	3196
297	1355	3194
298	1362	3193
299	1367	3190
300	1373	3189
301	1381	3192
302	1388	3194
303	1395	3194
304	1401	3193
305	1407	3192
306	1413	3190
307	1418	3186
308	1426	3189
309	1435	3195
310	1443	3197
311	1449	3196
312	1455	3195
313	1461	3193
314	1468	3192
315	1475	3194
316	1482	3194
317	1492	3201
318	1499	3200
319	1505	3199
320	1511	3198
321	1517	3195
322	1523	3193
323	1529	3192
324	1537	3193
325	1543	3191
326	1552	3194
327	1559	3194
328	1566	3194
329	1574	3195
330	1580	3194
331	1588	3195
332	1594	3194
333	1606	3202
334	1613	3202
335	1620	3202
336	1633	3213
337	1640	3212
338	1648	3213
339	1656	3214
340	1667	3221
341	1676	3225
342	1683	3225
343	1691	3225
344	1699	3226
345	1706	3225
346	1713	3224
347	1720	3223
348	1727	3222
349	1733	3220
350	1740	3218
351	1747	3217
352	1754	3216
353	1761	3215
354	1768	3213
355	1774	3209
356	1780	3206
357	1786	3203
358	1792	3201
359	1800	3200
360	1807	3199
361	1813	3196
362	1820	3194
363	1826	3191
364	1832	3187
365	1838	3184
366	1844	3180
367	1849	3176
368	1855	3173
369	1862	3170
370	1868	3168
371	1875	3165
372	1881	3162
373	1888	3161
374	1894	3158
375	1902	3156
376	1907	3152
377	1913	3149
378	1920	3146
379	1925	3142
380	1932	3140
381	1938	3136
382	1944	3133
383	1951	3130
384	1958	3128
385	1964	3125
386	1970	3121
387	1976	3117
388	1982	3113
389	1987	3109
390	1993	3105
391	1999	3101
392	2005	3097
393	2010	3092
394	2017	3089
395	2023	3085
396	2029	3082
397	2035	3078
398	2041	3075
399	2048	3073
400	2056	3071
401	2063	3069
402	2071	3069
403	2080	3069
404	2087	3066
405	2094	3064
406	2101	3061
407	2110	3062
408	2116	3058
409	2125	3057
410	2132	3055
411	2139	3053
412	2148	3053
413	2156	3052
414	2163	3049
415	2170	3046
416	2176	3043
417	2183	3040
418	2191	3038
419	2198	3035
420	2204	3032
421	2211	3028
422	2217	3024
423	2226	3024
424	2233	3021
425	2239	3017
426	2245	3012
427	2250	3007
428	2256	3003
429	2261	2998
430	2267	2993
431	2273	2989
432	2279	2984
433	2285	2980
434	2290	2975
435	2295	2969
436	2301	2965
437	2307	2960
438	2312	2955
439	2318	2951
440	2324	2946
441	2329	2941
442	2336	2937
443	2342	2933
444	2348	2928
445	2354	2924
446	2360	2920
447	2367	2916
448	2372	2911
449	2378	2907
450	2385	2903
451	2391	2899
452	2398	2896
453	2404	2891
454	2410	2887
455	2416	2882
456	2422	2878
457	2429	2875
458	2434	2869
459	2440	2864
460	2446	2860
461	2452	2856
462	2457	2850
463	2463	2846
464	2470	2842
465	2479	2841
466	2485	2836
467	2490	2831
468	2496	2826
469	2501	2820
470	2507	2815
471	2512	2810
472	2517	2804
473	2523	2800
474	2528	2794
475	2532	2788
476	2537	2782
477	2543	2777
478	2548	2771
479	2553	2766
480	2558	2761
481	2563	2754
482	2567	2748
483	2573	2743
484	2578	2737
485	2582	2731
486	2587	2725
487	2593	2720
488	2597	2714
489	2603	2709
490	2608	2704
491	2612	2697
492	2617	2691
493	2622	2686
494	2626	2680
495	2631	2674
496	2636	2668
497	2641	2662
498	2646	2656
499	2650	2650
500	2655	2645
501	2660	2639
502	2665	2633
503	2670	2628
504	2675	2622
505	2679	2616
506	2684	2610
507	2689	2605
508	2694	2599
509	2699	2593
510	2704	2588
511	2709	2582
512	2714	2577
513	2721	2572
514	2725	2567
515	2730	2561
516	2736	2556
517	2741	2551
518	2747	2546
519	2753	2541
520	2759	2536
521	2764	2531
522	2770	2526
523	2775	2521
524	2781	2516
525	2787	2511
526	2792	2506
527	2798	2501
528	2803	2495
529	2808	2490
530	2814	2485
531	2820	2481
532	2825	2475
533	2830	2470
534	2835	2464
535	2839	2458
536	2845	2453
537	2849	2447
538	2855	2442
539	2863	2439
540	2874	2438
541	2881	2435
542	2886	2429
543	2892	2424
544	2896	2418
545	2901	2412
546	2906	2406
547	2911	2401
548	2916	2395
549	2921	2390
550	2926	2384
551	2931	2379
552	2936	2373
553	2941	2368
554	2946	2362
555	2951	2356
556	2955	2350
557	2961	2345
558	2965	2339
559	2969	2333
560	2975	2328
561	2979	2322
562	2984	2316
563	2989	2311
564	2994	2305
565	2999	2299
566	3004	2294
567	3009	2288
568	3013	2282
569	3018	2277
570	3024	2271
571	3028	2266
572	3033	2260
573	3038	2255
574	3043	2249
575	3048	2243
576	3053	2238
577	3058	2232
578	3062	2226
579	3067	2221
580	3073	2216
581	3077	2210
582	3081	2204
583	3087	2199
584	3092	2194
585	3097	2188
586	3102	2183
587	3107	2177
588	3112	2171
589	3117	2166
590	3122	2160
591	3126	2155
592	3131	2149
593	3137	2144
594	3142	2138
595	3147	2133
596	3153	2128
597	3158	2123
598	3164	2118
599	3170	2113
600	3175	2108
601	3181	2103
602	3186	2097
603	3192	2092
604	3197	2087
605	3202	2082
606	3208	2077
607	3213	2072
608	3218	2066
609	3224	2061
610	3229	2056
611	3234	2050
612	3239	2044
613	3246	2040
614	3252	2035
615	3257	2030
616	3265	2026
617	3269	2021
618	3274	2015
619	3279	2010
620	3283	2004
621	3287	1998
622	3293	1992
623	3297	1987
624	3302	1981
625	3306	1975
626	3311	1970
627	3315	1964
628	3320	1958
629	3325	1952
630	3329	1947
631	3333	1940
632	3337	1934
633	3341	1929
634	3346	1923
635	3350	1917
636	3355	1912
637	3360	1906
638	3364	1900
639	3368	1894
640	3373	1889
641	3377	1883
642	3381	1877
643	3385	1871
644	3390	1866
645	3395	1860
646	3399	1854
647	3404	1849
648	3408	1843
649	3412	1837
650	3417	1831
651	3421	1826
652	3426	1820
653	3430	1814
654	3434	1808
655	3439	1803
656	3443	1797
657	3447	1791
658	3450	1785
659	3456	1780
660	3460	1774
661	3464	1768
662	3467	1762
663	3473	1757
664	3477	1751
665	3481	1746
666	3486	1740
667	3490	1734
668	3494	1728
669	3498	1723
670	3503	1717
671	3508	1712
672	3512	1706
673	3518	1701
674	3523	1696
675	3527	1690
676	3532	1685
677	3538	1680
678	3543	1675
679	3549	1670
680	3554	1665
681	3559	1659
682	3564	1654
683	3570	1649
684	3575	1644
685	3581	1639
686	3587	1634
687	3592	1629
688	3598	1624
689	3603	1618
690	3608	1613
691	3614	1608
692	3619	1603
693	3625	1598
694	3630	1593
695	3638	1589
696	3644	1584
697	3651	1579
698	3656	1574
699	3661	1569
700	3666	1563
701	3671	1558
702	3676	1553
703	3682	1548
704	3686	1542
705	3691	1537
706	3696	1532
707	3701	1526
708	3706	1521
709	3711	1516
710	3716	1510
711	3720	1504
712	3726	1499
713	3730	1494
714	3735	1488
715	3740	1483
716	3746	1478
717	3751	1473
718	3756	1467
719	3761	1462
720	3765	1457
721	3770	1451
722	3776	1447
723	3781	1441
724	3786	1436
725	3792	1431
726	3797	1426
727	3802	1420
728	3809	1416
729	3814	1410
730	3819	1405
731	3824	1400
732	3830	1395
733	3836	1390
734	3842	1385
735	3847	1380
736	3853	1375
737	3858	1369
738	3863	1364
739	3869	1359
740	3875	1354
741	3880	1349
742	3887	1344
743	3892	1339
744	3897	1333
745	3902	1328
746	3907	1323
747	3912	1317
748	3917	1312
749	3923	1307
750	3927	1302
751	3932	1296
752	3938	1291
753	3942	1286
754	3947	1281
755	3953	1275
756	3957	1270
757	3962	1265
758	3969	1260
759	3973	1254
760	3978	1249
761	3983	1244
762	3988	1238
763	3992	1233
764	3998	1228
765	4002	1222
766	4007	1217
767	4012	1212
768	4018	1207
769	4023	1201
770	4028	1196
771	4034	1191
772	4039	1186
773	4045	1181
774	4050	1176
775	4055	1170
776	4059	1165
777	4065	1159
778	4070	1154
779	4078	1150
780	4083	1145
781	4088	1139
782	4094	1134
783	4099	1129
784	4104	1124
785	4110	1119
786	4115	1113
787	4120	1108
788	4126	1103
789	4131	1098
790	4137	1093
791	4144	1088
792	4149	1083
793	4155	1078
794	4161	1073
795	4167	1068
796	4173	1063
797	4179	1057
798	4184	1052
799	4190	1047
800	4195	1042
801	4201	1037
802	4207	1032
803	4213	1027
804	4218	1021
805	4224	1016
806	4230	1011
807	4235	1006
808	4240	1001
809	4245	995
810	4251	990
811	4257	985
812	4262	980
813	4267	975
814	4273	970
815	4279	964
816	4284	959
817	4289	954
818	4294	949
819	4298	943
820	4305	938
821	4310	933
822	4315	928
823	4321	923
824	4326	917
825	4331	912
826	4337	907
827	4344	902
828	4350	897
829	4357	892
830	4363	887
831	4369	882
832	4375	877
833	4383	872
834	4389	867
835	4396	862
836	4403	857
837	4409	852
838	4416	847
839	4422	842
840	4430	837
841	4437	832
842	4445	827
843	4451	822
844	4458	817
845	4465	812
846	4471	807
847	4478	802
848	4483	797
849	4488	792
850	4496	787
851	4501	781
852	4507	776
853	4514	771
854	4521	766
855	4527	761
856	4532	756
857	4537	750
858	4543	745
859	4549	740
860	4555	735
861	4561	730
862	4567	725
863	4574	720
864	4580	714
865	4587	709
866	4594	704
867	4599	699
868	4605	694
869	4610	688
870	4615	683
871	4621	678
872	4626	673
873	4632	667
874	4639	662
875	4645	657
876	4650	652
877	4657	647
878	4662	641
879	4669	636
880	4675	631
881	4682	626
882	4688	621
883	4694	616
884	4700	610
885	4706	605
886	4712	600
887	4719	595
888	4725	590
889	4732	584
890	4738	579
891	4743	574
892	4750	569
893	4755	563
894	4762	558
895	4768	553
896	4774	548
897	4780	542
898	4785	537
899	4790	532
900	4796	527
901	4801	521
902	4806	516
903	4811	510
904	4816	505
905	4823	500
906	4829	495
907	4835	489
908	4841	484
909	4846	479
910	4851	473
911	4856	468
912	4861	463
913	4865	457
914	4869	452
915	4874	446
916	4880	441
917	4885	436
918	4889	430
919	4895	425
920	4899	420
921	4904	414
922	4909	409
923	4914	404
924	4919	398
925	4925	393
926	4930	388
927	4935	382
928	4940	377
929	4946	372
930	4951	366
931	4956	361
932	4962	356
933	4967	351
934	4972	345
935	4978	340
936	4982	335
937	4988	329
938	4993	324
939	4999	319
940	5004	313
941	5009	308
942	5013	303
943	5018	297
944	5024	292
945	5028	287
946	5033	281
947	5038	276
948	5043	271
949	5047	265
950	5052	260
951	5058	255
952	5062	249
953	5067	244
954	5072	239
955	5076	233
956	5080	228
957	5085	222
958	5090	217
959	5094	212
960	5098	206
961	5104	201
962	5109	196
963	5114	190
964	5120	185
965	5124	180
966	5128	175
967	5133	169
968	5138	164
969	5142	159
970	5146	153
971	5152	148
972	5156	143
973	5160	137
974	5165	132
975	5170	127
976	5174	121
977	5178	116
978	5183	111
979	5187	105
980	5192	100
981	5196	95
982	5201	89
983	5205	84
984	5210	79
985	5217	74
986	5222	68
987	5227	63
988	5233	58
989	5238	52
990	5242	47
991	5247	42
992	5252	37
993	5257	31
994	5261	26
995	5266	21
996	5270	15
997	5275	10
998	5281	5
999	5285	0
